address,amount_in_dz,brand,city,current_price,localToIowa,original_price,product,source,state,true_amount,vendor,vendorAddress,weight,weight_lbs,zip
2900 University Ave. Suite 240,1.0,,West Des Moines,- -$2.99,False,- -$2.99,-Organic Green Leaf Lettuce - 1 Each,Fresh Thyme Market,IA,1 dz,,1 Greenleaf Dr Huntington NY 11743-4814,,,50266
2900 University Ave. Suite 240,1.0,,West Des Moines,- -$3.99,False,- -$3.99,-Organic Spinach - 1 Each,Fresh Thyme Market,IA,1 dz,,,,,50266
2900 University Ave. Suite 240,,,West Des Moines,- -$7.99,False,- -$7.99,-Bilinski's Organic Spinach & Spring Greens Chicken Sausage - 12 Ounce,Fresh Thyme Market,IA,,,,-$0.67/oz,,50266
2038 March Avenue,,Joia food farm,Charles City,$10.00,True,,Lamb neck,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,65 lb,65,50616
2038 March Avenue,,Joia food farm,Charles City,,True,,Sliced lamb gyro,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,1 lb,1,50616
2038 March Avenue,,Joia food farm,Charles City,$10.00,True,,Lamb loin chops,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,5 lb,5,50616
2038 March Avenue,,Joia food farm,Charles City,$16.00,True,,Lamb stew meat,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,1.0 lb,1.0,50616
2038 March Avenue,,Joia food farm,Charles City,$17.00,True,,Lamb merguez sausage,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,1.0 lb,1.0,50616
2038 March Avenue,,Joia food farm,Charles City,$14.00,True,,Lamb bones,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,2 lb,2,50616
2038 March Avenue,,Joia food farm,Charles City,$11.00,True,,Lamb rib chops,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,5 lb,5,50616
2038 March Avenue,,Joia food farm,Charles City,from $80.70,True,,Leg of lamb,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,6 lb,6,50616
2038 March Avenue,,Joia food farm,Charles City,$15.00,True,,Ground lamb,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,1 lb,1,50616
2038 March Avenue,,Joia food farm,Charles City,$7.50,True,,Lamb snack sticks,Joia food farm,IA,,Joia food farm,2038 March Ave Charles City IA 50616,,,50616
